Sales Person,Country,Product,Date,Amount,Boxes Shipped,Revenue per Box,Month
Dennison Crosswaite,India,Fruit & Nut Bars,2023-07-29,1071.31,23,47.0,7
Brien Boise,Canada,Smooth Sliky Salty,2023-05-13,6417.05,497,13.0,5
Barr Faughny,Canada,Baker's Choco Chips,2023-02-03,10967.31,172,64.0,2
Brien Boise,India,Smooth Sliky Salty,2023-05-27,6345.02,28,227.0,5
Jan Morforth,Australia,Drinking Coco,2023-02-18,2824.71,25,113.0,2
Brien Boise,India,Spicy Special Slims,2023-01-28,1463.67,34,43.0,1
Van Tuxwell,UK,Eclairs,2023-06-29,5856.52,115,51.0,6
Wilone O'Kielt,India,Caramel Stuffed Bars,2023-01-13,4303.86,282,15.0,1
Jehu Rudeforth,UK,After Nines,2023-06-27,2047.77,169,12.0,6
Barr Faughny,Canada,White Choc,2023-03-29,4692.36,1,4692.0,3
Gunar Cockshoot,India,Organic Choco Syrup,2023-06-03,7302.42,153,48.0,6
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,2056.92,103,20.0,3
Mallorie Waber,India,Eclairs,2023-04-12,11032.79,49,225.0,4
Rafaelita Blaksland,Australia,Raspberry Choco,2023-01-19,7773.64,247,31.0,1
Karlen McCaffrey,UK,50% Dark Bites,2023-04-06,3843.01,295,13.0,4
Kaine Padly,Australia,50% Dark Bites,2023-08-02,9163.79,81,113.0,8
Gigi Bohling,Australia,Eclairs,2023-04-12,7628.59,146,52.0,4
Oby Sorrel,India,Drinking Coco,2023-07-21,18220.59,139,131.0,7
Van Tuxwell,New Zealand,Baker's Choco Chips,2023-03-22,9828.94,24,410.0,3
Husein Augar,India,Peanut Butter Cubes,2023-05-09,4726.65,5,945.0,5
Andria Kimpton,Australia,Baker's Choco Chips,2023-08-09,344.82,118,3.0,8
Madelene Upcott,Canada,Choco Coated Almonds,2023-07-20,3451.24,283,12.0,7
Brien Boise,India,70% Dark Bites,2023-04-14,5071.49,439,12.0,4
Jehu Rudeforth,Canada,White Choc,2023-01-25,4719.38,132,36.0,1
Andria Kimpton,Australia,Almond Choco,2023-04-25,3430.58,174,20.0,4
Dotty Strutley,Canada,After Nines,2023-01-17,268.3,239,1.0,1
Karlen McCaffrey,USA,Eclairs,2023-08-15,991.46,133,7.0,8
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-06-02,213.45,17,13.0,6
Gunar Cockshoot,USA,85% Dark Bars,2023-06-30,7586.38,131,58.0,6
Dotty Strutley,New Zealand,Raspberry Choco,2023-02-10,6192.19,99,63.0,2
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,1510.58,602,3.0,2
Dennison Crosswaite,India,Organic Choco Syrup,2023-01-27,8693.31,209,42.0,1
Camilla Castle,UK,Mint Chip Choco,2023-05-26,5509.77,307,18.0,5
Brien Boise,USA,70% Dark Bites,2023-04-14,1863.2,22,85.0,4
Madelene Upcott,Australia,99% Dark & Pure,2023-08-01,4822.5,159,30.0,8
Mallorie Waber,Australia,Eclairs,2023-08-22,10856.55,229,47.0,8
Marney O'Breen,India,99% Dark & Pure,2023-07-22,11252.11,159,71.0,7
Husein Augar,USA,Fruit & Nut Bars,2023-04-28,1387.72,27,51.0,4
Kelci Walkden,Australia,Almond Choco,2023-05-30,5509.22,341,16.0,5
Ches Bonnell,USA,Milk Bars,2023-07-21,2444.25,155,16.0,7
Jan Morforth,UK,Caramel Stuffed Bars,2023-08-02,3175.62,507,6.0,8
Brien Boise,New Zealand,70% Dark Bites,2023-06-15,7900.42,143,55.0,6
Oby Sorrel,India,85% Dark Bars,2023-07-05,9072.46,142,64.0,7
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-04-12,8.06,513,0.0,4
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,1548.54,104,15.0,8
Jan Morforth,UK,50% Dark Bites,2023-01-12,5501.67,298,18.0,1
Gunar Cockshoot,Canada,White Choc,2023-08-11,7685.42,15,512.0,8
Jehu Rudeforth,Australia,Spicy Special Slims,2023-01-13,5147.77,402,13.0,1
Husein Augar,UK,Baker's Choco Chips,2023-04-29,3070.43,143,21.0,4
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,1127.5,88,13.0,7
Madelene Upcott,New Zealand,Mint Chip Choco,2023-03-11,8502.77,4,2126.0,3
Madelene Upcott,UK,70% Dark Bites,2023-02-16,5961.02,241,25.0,2
Barr Faughny,Australia,Organic Choco Syrup,2023-01-07,2478.33,33,75.0,1
Beverie Moffet,New Zealand,Drinking Coco,2023-01-12,1269.56,497,3.0,1
Beverie Moffet,India,Eclairs,2023-06-09,11130.52,144,77.0,6
Andria Kimpton,India,Eclairs,2023-05-16,2455.09,83,30.0,5
Gigi Bohling,UK,85% Dark Bars,2023-06-23,12764.94,100,128.0,6
Roddy Speechley,UK,Raspberry Choco,2023-01-28,13351.42,198,67.0,1
Dotty Strutley,UK,Mint Chip Choco,2023-07-14,2763.22,223,12.0,7
Barr Faughny,Canada,Drinking Coco,2023-04-18,6523.34,245,27.0,4
Oby Sorrel,USA,Milk Bars,2023-06-14,1868.25,82,23.0,6
Oby Sorrel,UK,Orange Choco,2023-04-15,8431.83,251,34.0,4
Curtice Advani,Canada,Peanut Butter Cubes,2023-05-19,5646.99,64,88.0,5
Gigi Bohling,India,White Choc,2023-04-13,1484.67,180,8.0,4
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,3859.95,395,10.0,8
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,3237.3,227,14.0,8
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2023-04-22,4072.43,64,64.0,4
Kaine Padly,UK,Choco Coated Almonds,2023-08-03,8054.87,118,68.0,8
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-01-04,420.3,224,2.0,1
Kelci Walkden,Canada,After Nines,2023-01-13,17073.99,218,78.0,1
Van Tuxwell,Australia,Baker's Choco Chips,2023-05-11,13624.31,33,413.0,5
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,2318.46,235,10.0,2
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,10740.05,67,160.0,5
Jehu Rudeforth,UK,Drinking Coco,2023-02-03,7624.67,422,18.0,2
Beverie Moffet,India,Manuka Honey Choco,2023-05-06,10168.32,159,64.0,5
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,6635.15,141,47.0,6
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,860.12,158,5.0,3
Camilla Castle,Canada,Orange Choco,2023-02-17,8671.21,52,167.0,2
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,5534.11,63,88.0,7
Oby Sorrel,UK,70% Dark Bites,2023-03-16,6800.26,187,36.0,3
Kelci Walkden,UK,99% Dark & Pure,2023-08-12,3927.83,123,32.0,8
Gigi Bohling,New Zealand,After Nines,2023-01-21,5833.8,196,30.0,1
Oby Sorrel,Australia,50% Dark Bites,2023-05-06,733.08,147,5.0,5
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,7164.51,140,51.0,6
Barr Faughny,USA,White Choc,2023-05-05,7900.52,175,45.0,5
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,3550.76,85,42.0,3
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,10281.51,136,76.0,2
Curtice Advani,New Zealand,85% Dark Bars,2023-05-12,5936.81,180,33.0,5
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,4552.15,172,26.0,1
Ches Bonnell,UK,85% Dark Bars,2023-06-28,15944.86,11,1450.0,6
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,7722.58,188,41.0,7
Roddy Speechley,USA,Milk Bars,2023-05-16,3105.38,268,12.0,5
Jan Morforth,India,After Nines,2023-03-14,6994.35,179,39.0,3
Gunar Cockshoot,USA,After Nines,2023-08-15,4264.49,252,17.0,8
Ches Bonnell,India,Orange Choco,2023-02-16,1215.3,271,4.0,2
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,8519.37,45,189.0,6
Barr Faughny,Australia,Raspberry Choco,2023-05-27,9810.95,105,93.0,5
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,1065.63,107,10.0,6
Wilone O'Kielt,India,Eclairs,2023-02-25,3894.68,80,49.0,2
Wilone O'Kielt,India,After Nines,2023-08-04,12194.27,252,48.0,8
Kelci Walkden,India,99% Dark & Pure,2023-06-28,2455.13,236,10.0,6
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,14887.76,12,1241.0,4
Madelene Upcott,Canada,Peanut Butter Cubes,2023-07-05,15276.46,121,126.0,7
Kaine Padly,New Zealand,Eclairs,2023-01-20,13520.48,47,288.0,1
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,9195.53,127,72.0,2
Curtice Advani,UK,Drinking Coco,2023-07-12,460.98,182,3.0,7
Kelci Walkden,India,Raspberry Choco,2023-06-16,8216.56,257,32.0,6
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,1863.54,277,7.0,4
Kaine Padly,UK,50% Dark Bites,2023-02-21,3283.0,72,46.0,2
Roddy Speechley,Canada,Choco Coated Almonds,2023-05-11,5967.18,247,24.0,5
Ches Bonnell,India,50% Dark Bites,2023-04-15,12083.5,334,36.0,4
Oby Sorrel,Canada,Peanut Butter Cubes,2023-06-07,12397.06,179,69.0,6
Oby Sorrel,UK,White Choc,2023-06-27,1746.01,280,6.0,6
Barr Faughny,India,After Nines,2023-07-29,9021.65,104,87.0,7
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-06-02,5263.45,165,32.0,6
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,15473.0,91,170.0,1
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,5566.57,140,40.0,3
Van Tuxwell,Australia,70% Dark Bites,2023-01-10,8111.43,111,73.0,1
Beverie Moffet,USA,70% Dark Bites,2023-06-27,2341.8,117,20.0,6
Barr Faughny,Canada,Orange Choco,2023-06-30,8650.42,19,455.0,6
Roddy Speechley,Australia,85% Dark Bars,2023-07-08,4444.72,77,58.0,7
Oby Sorrel,India,Spicy Special Slims,2023-06-08,12531.37,86,146.0,6
Jan Morforth,UK,Manuka Honey Choco,2023-08-18,3558.89,231,15.0,8
Kaine Padly,Australia,After Nines,2023-04-08,7889.9,300,26.0,4
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,3589.18,176,20.0,8
Wilone O'Kielt,UK,Milk Bars,2023-08-26,305.39,62,5.0,8
Oby Sorrel,Canada,Fruit & Nut Bars,2023-01-14,1896.64,161,12.0,1
Dennison Crosswaite,USA,Baker's Choco Chips,2023-08-11,18494.72,298,62.0,8
Madelene Upcott,USA,Almond Choco,2023-05-31,11103.47,24,463.0,5
Van Tuxwell,New Zealand,50% Dark Bites,2023-07-11,4162.28,11,378.0,7
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-03-02,3357.3,308,11.0,3
Madelene Upcott,Australia,Raspberry Choco,2023-07-13,7033.52,94,75.0,7
Rafaelita Blaksland,UK,Spicy Special Slims,2023-08-03,9896.8,143,69.0,8
Curtice Advani,UK,Peanut Butter Cubes,2023-03-01,15653.44,175,89.0,3
Kelci Walkden,New Zealand,White Choc,2023-04-13,7899.31,148,53.0,4
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,10644.74,172,62.0,2
Mallorie Waber,India,White Choc,2023-07-26,872.83,224,4.0,7
Brien Boise,UK,Drinking Coco,2023-01-27,6337.94,128,50.0,1
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,31.15,451,0.0,4
Oby Sorrel,USA,Almond Choco,2023-05-19,7107.55,142,50.0,5
Husein Augar,India,Eclairs,2023-02-09,5465.85,56,98.0,2
Brien Boise,UK,Spicy Special Slims,2023-05-25,2462.14,60,41.0,5
Oby Sorrel,Australia,Manuka Honey Choco,2023-01-26,4194.44,80,52.0,1
Beverie Moffet,India,White Choc,2023-07-04,1994.44,299,7.0,7
Ches Bonnell,India,Almond Choco,2023-04-13,12124.05,80,152.0,4
Gigi Bohling,Australia,Smooth Sliky Salty,2023-01-25,5884.09,117,50.0,1
Camilla Castle,USA,85% Dark Bars,2023-04-25,2639.16,80,33.0,4
Camilla Castle,USA,Eclairs,2023-06-10,5031.4,401,13.0,6
Madelene Upcott,New Zealand,White Choc,2023-08-22,11510.71,56,206.0,8
Van Tuxwell,India,After Nines,2023-06-27,15021.98,211,71.0,6
Husein Augar,India,Orange Choco,2023-06-30,4517.19,40,113.0,6
Jehu Rudeforth,India,Almond Choco,2023-08-30,10778.53,99,109.0,8
Karlen McCaffrey,Australia,Raspberry Choco,2023-08-23,1145.72,60,19.0,8
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,2518.5,45,56.0,8
Gigi Bohling,Australia,Orange Choco,2023-03-09,596.63,158,4.0,3
Kelci Walkden,UK,Drinking Coco,2023-04-20,1858.71,24,77.0,4
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-06-10,5194.28,547,9.0,6
Husein Augar,Australia,Organic Choco Syrup,2023-02-08,960.69,155,6.0,2
Brien Boise,Australia,White Choc,2023-08-25,5347.12,23,232.0,8
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,9805.11,76,129.0,2
Dennison Crosswaite,UK,99% Dark & Pure,2023-05-30,13205.42,26,508.0,5
Gigi Bohling,New Zealand,50% Dark Bites,2023-06-29,5929.2,65,91.0,6
Gigi Bohling,USA,Milk Bars,2023-06-16,516.92,141,4.0,6
Brien Boise,UK,Caramel Stuffed Bars,2023-03-04,2882.76,145,20.0,3
Curtice Advani,New Zealand,Peanut Butter Cubes,2023-03-15,1637.72,454,4.0,3
Curtice Advani,New Zealand,50% Dark Bites,2023-01-27,10791.46,88,123.0,1
Beverie Moffet,Canada,Drinking Coco,2023-07-05,1093.46,115,10.0,7
Barr Faughny,USA,Caramel Stuffed Bars,2023-03-29,3407.61,316,11.0,3
Mallorie Waber,Canada,Almond Choco,2023-05-12,4753.93,37,128.0,5
Oby Sorrel,USA,Drinking Coco,2023-03-11,8280.62,47,176.0,3
Brien Boise,New Zealand,Eclairs,2023-07-11,4981.78,299,17.0,7
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2023-08-01,13998.33,60,233.0,8
Gunar Cockshoot,UK,Spicy Special Slims,2023-02-16,13105.65,199,66.0,2
Curtice Advani,USA,After Nines,2023-04-13,15728.81,256,61.0,4
Oby Sorrel,India,Choco Coated Almonds,2023-02-14,53.85,399,0.0,2
Ches Bonnell,Australia,Peanut Butter Cubes,2023-03-14,10857.23,73,149.0,3
Oby Sorrel,Australia,Spicy Special Slims,2023-04-26,12412.53,25,497.0,4
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-04-05,3669.15,209,18.0,4
Camilla Castle,Canada,Drinking Coco,2023-03-03,13555.26,279,49.0,3
Kaine Padly,USA,Spicy Special Slims,2023-06-13,2333.84,171,14.0,6
Marney O'Breen,New Zealand,70% Dark Bites,2023-02-14,8973.05,360,25.0,2
Roddy Speechley,New Zealand,99% Dark & Pure,2023-04-18,8610.38,188,46.0,4
Oby Sorrel,New Zealand,85% Dark Bars,2023-02-01,3432.3,452,8.0,2
Dotty Strutley,New Zealand,Orange Choco,2023-08-04,2283.39,155,15.0,8
Andria Kimpton,New Zealand,Almond Choco,2023-04-05,7190.49,165,44.0,4
Karlen McCaffrey,Australia,99% Dark & Pure,2023-01-26,11303.07,166,68.0,1
Kaine Padly,UK,After Nines,2023-01-21,18911.49,171,111.0,1
Kaine Padly,Canada,After Nines,2023-08-22,6233.02,178,35.0,8
Kaine Padly,UK,Drinking Coco,2023-01-27,2334.5,233,10.0,1
Rafaelita Blaksland,UK,50% Dark Bites,2023-02-16,11099.73,73,152.0,2
Dotty Strutley,USA,Raspberry Choco,2023-01-03,3590.55,47,76.0,1
Karlen McCaffrey,USA,White Choc,2023-08-24,5209.4,2,2605.0,8
Oby Sorrel,USA,Spicy Special Slims,2023-02-07,6315.14,398,16.0,2
Mallorie Waber,Australia,Smooth Sliky Salty,2023-02-11,4454.71,117,38.0,2
Kaine Padly,Canada,Organic Choco Syrup,2023-03-29,6078.71,78,78.0,3
Marney O'Breen,USA,Peanut Butter Cubes,2023-06-15,695.96,363,2.0,6
Dennison Crosswaite,UK,Smooth Sliky Salty,2023-04-26,563.76,151,4.0,4
Brien Boise,Australia,Organic Choco Syrup,2023-07-15,4479.69,261,17.0,7
Beverie Moffet,India,Organic Choco Syrup,2023-06-23,1093.72,22,50.0,6
Dennison Crosswaite,Australia,Baker's Choco Chips,2023-01-11,15870.43,449,35.0,1
Beverie Moffet,UK,50% Dark Bites,2023-02-09,2529.82,297,9.0,2
Van Tuxwell,UK,Almond Choco,2023-06-06,11258.39,217,52.0,6
Dotty Strutley,UK,Caramel Stuffed Bars,2023-08-10,6180.45,230,27.0,8
Wilone O'Kielt,Australia,Smooth Sliky Salty,2023-01-04,2496.06,45,55.0,1
Andria Kimpton,Canada,70% Dark Bites,2023-04-08,10964.29,16,685.0,4
Barr Faughny,UK,Milk Bars,2023-03-02,4012.51,409,10.0,3
Van Tuxwell,Canada,Drinking Coco,2023-06-15,4919.25,746,7.0,6
Jehu Rudeforth,Australia,After Nines,2023-02-14,5602.02,51,110.0,2
Husein Augar,UK,After Nines,2023-07-05,3563.87,372,10.0,7
Barr Faughny,India,Mint Chip Choco,2023-01-12,8313.09,493,17.0,1
Curtice Advani,India,Mint Chip Choco,2023-03-03,8447.48,96,88.0,3
Jehu Rudeforth,New Zealand,Milk Bars,2023-05-18,2646.23,198,13.0,5
Gunar Cockshoot,India,Caramel Stuffed Bars,2023-07-28,2706.83,198,14.0,7
Curtice Advani,UK,Manuka Honey Choco,2023-02-07,1710.48,108,16.0,2
Andria Kimpton,India,Orange Choco,2023-05-30,318.19,417,1.0,5
Mallorie Waber,Australia,Raspberry Choco,2023-04-25,9479.65,26,365.0,4
Beverie Moffet,Canada,85% Dark Bars,2023-02-16,6393.2,44,145.0,2
Kelci Walkden,Australia,Drinking Coco,2023-05-04,1355.65,60,23.0,5
Van Tuxwell,Canada,70% Dark Bites,2023-06-02,7911.23,74,107.0,6
Dennison Crosswaite,USA,Caramel Stuffed Bars,2023-07-11,2583.03,501,5.0,7
Beverie Moffet,New Zealand,Spicy Special Slims,2023-06-07,66.13,65,1.0,6
Jan Morforth,UK,Almond Choco,2023-07-06,10668.69,150,71.0,7
Husein Augar,India,Raspberry Choco,2023-06-15,10994.3,152,72.0,6
Dotty Strutley,India,Mint Chip Choco,2023-04-14,1259.61,227,6.0,4
Camilla Castle,India,Drinking Coco,2023-08-08,492.13,164,3.0,8
Marney O'Breen,UK,Drinking Coco,2023-03-29,1016.77,28,36.0,3
Roddy Speechley,Australia,Organic Choco Syrup,2023-07-04,4111.42,81,51.0,7
Ches Bonnell,India,99% Dark & Pure,2023-02-16,503.97,105,5.0,2
Rafaelita Blaksland,Canada,Spicy Special Slims,2023-05-02,2883.71,163,18.0,5
Van Tuxwell,India,Eclairs,2023-07-21,11861.89,105,113.0,7
Gunar Cockshoot,Australia,99% Dark & Pure,2023-08-18,8564.73,237,36.0,8
Kaine Padly,USA,85% Dark Bars,2023-06-22,538.03,271,2.0,6
Camilla Castle,UK,Peanut Butter Cubes,2023-07-19,5231.88,125,42.0,7
Madelene Upcott,UK,Peanut Butter Cubes,2023-08-12,7916.13,84,94.0,8
Madelene Upcott,USA,Choco Coated Almonds,2023-06-07,6016.32,143,42.0,6
Marney O'Breen,Canada,Peanut Butter Cubes,2023-03-08,7504.86,97,77.0,3
Ches Bonnell,Australia,Choco Coated Almonds,2023-04-08,1590.98,182,9.0,4
Curtice Advani,Canada,Eclairs,2023-05-06,740.07,205,4.0,5
Roddy Speechley,India,Drinking Coco,2023-05-31,4591.11,11,417.0,5
Van Tuxwell,Australia,Mint Chip Choco,2023-01-13,2686.51,324,8.0,1
Dennison Crosswaite,USA,70% Dark Bites,2023-03-15,735.48,77,10.0,3
Andria Kimpton,Canada,Peanut Butter Cubes,2023-02-16,1160.54,311,4.0,2
Gigi Bohling,USA,70% Dark Bites,2023-01-14,8078.15,189,43.0,1
Rafaelita Blaksland,Australia,White Choc,2023-03-21,7467.74,111,67.0,3
Roddy Speechley,Canada,Drinking Coco,2023-05-17,7588.41,342,22.0,5
Camilla Castle,New Zealand,85% Dark Bars,2023-08-08,15372.54,57,270.0,8
Madelene Upcott,Canada,Milk Bars,2023-04-26,3907.5,86,45.0,4
Madelene Upcott,Australia,70% Dark Bites,2023-04-15,3740.76,255,15.0,4
Oby Sorrel,Canada,Eclairs,2023-05-19,6211.75,561,11.0,5
Dennison Crosswaite,Canada,Drinking Coco,2023-01-10,2924.46,25,117.0,1
Mallorie Waber,New Zealand,After Nines,2023-05-04,501.79,241,2.0,5
Roddy Speechley,Canada,White Choc,2023-04-05,6594.09,270,24.0,4
Andria Kimpton,India,After Nines,2023-01-17,960.68,71,14.0,1
Roddy Speechley,India,Spicy Special Slims,2023-03-22,11370.32,170,67.0,3
Dotty Strutley,Australia,White Choc,2023-07-05,6067.94,94,65.0,7
Oby Sorrel,Canada,Orange Choco,2023-04-27,8909.75,355,25.0,4
Kaine Padly,Canada,Almond Choco,2023-08-12,6865.35,75,92.0,8
Jan Morforth,UK,Baker's Choco Chips,2023-03-11,805.23,259,3.0,3
Jehu Rudeforth,UK,Fruit & Nut Bars,2023-05-13,9851.62,221,45.0,5
Dennison Crosswaite,USA,Smooth Sliky Salty,2023-05-12,11823.35,90,131.0,5
Brien Boise,USA,Raspberry Choco,2023-01-12,683.63,202,3.0,1
Madelene Upcott,New Zealand,Milk Bars,2023-03-29,14002.42,388,36.0,3
Roddy Speechley,India,50% Dark Bites,2023-03-14,8744.95,12,729.0,3
Barr Faughny,New Zealand,99% Dark & Pure,2023-05-24,9294.14,201,46.0,5
Dennison Crosswaite,Canada,Organic Choco Syrup,2023-01-28,8831.89,79,112.0,1
Beverie Moffet,India,Almond Choco,2023-05-24,3474.98,104,33.0,5
Brien Boise,Australia,Peanut Butter Cubes,2023-08-19,311.61,204,2.0,8
Karlen McCaffrey,Australia,Spicy Special Slims,2023-05-17,4791.2,335,14.0,5
Jehu Rudeforth,USA,White Choc,2023-06-07,6646.33,117,57.0,6
Ches Bonnell,Canada,Organic Choco Syrup,2023-07-26,593.63,229,3.0,7
Dotty Strutley,India,Eclairs,2023-07-28,2345.95,406,6.0,7
Karlen McCaffrey,India,70% Dark Bites,2023-05-23,5083.07,368,14.0,5
Jehu Rudeforth,UK,Mint Chip Choco,2024-01-04,6339.57,187,34.0,1
Van Tuxwell,India,85% Dark Bars,2024-08-01,9005.87,90,100.0,8
Gigi Bohling,India,Peanut Butter Cubes,2024-07-07,5159.07,87,59.0,7
Jan Morforth,Australia,Peanut Butter Cubes,2024-04-27,13370.97,349,38.0,4
Jehu Rudeforth,UK,Peanut Butter Cubes,2024-02-24,14791.64,182,81.0,2
Van Tuxwell,India,Smooth Sliky Salty,2024-06-06,6429.35,40,161.0,6
Oby Sorrel,UK,99% Dark & Pure,2024-01-25,15900.6,188,85.0,1
Gunar Cockshoot,Australia,After Nines,2024-03-24,3400.26,77,44.0,3
Jehu Rudeforth,New Zealand,50% Dark Bites,2024-04-20,4357.76,63,69.0,4
Brien Boise,Australia,99% Dark & Pure,2024-07-04,3356.17,111,30.0,7
Rafaelita Blaksland,UK,Smooth Sliky Salty,2024-01-13,5287.86,67,79.0,1
Barr Faughny,USA,Orange Choco,2024-03-10,4244.36,11,386.0,3
Mallorie Waber,Canada,Eclairs,2024-01-13,1671.64,277,6.0,1
Karlen McCaffrey,New Zealand,Drinking Coco,2024-07-28,181.84,167,1.0,7
Marney O'Breen,New Zealand,Peanut Butter Cubes,2024-08-03,8950.59,189,47.0,8
Beverie Moffet,Australia,Organic Choco Syrup,2024-01-26,7271.76,385,19.0,1
Van Tuxwell,Canada,Organic Choco Syrup,2024-02-14,4864.83,42,116.0,2
Roddy Speechley,USA,Smooth Sliky Salty,2024-04-05,3175.11,149,21.0,4
Beverie Moffet,Canada,Milk Bars,2024-02-16,10137.79,250,41.0,2
Curtice Advani,UK,85% Dark Bars,2024-06-08,1206.95,174,7.0,6
Brien Boise,Australia,Eclairs,2024-06-27,8222.65,92,89.0,6
Gunar Cockshoot,USA,Spicy Special Slims,2024-02-17,1440.85,152,9.0,2
Marney O'Breen,USA,After Nines,2024-05-30,5611.65,159,35.0,5
Husein Augar,UK,Drinking Coco,2024-03-14,3562.44,111,32.0,3
Kaine Padly,Australia,Eclairs,2024-02-28,8385.26,122,69.0,2
Karlen McCaffrey,India,Fruit & Nut Bars,2024-01-26,181.31,330,1.0,1
Roddy Speechley,Canada,Spicy Special Slims,2024-02-09,1800.27,191,9.0,2
Husein Augar,USA,Eclairs,2024-07-07,4449.37,113,39.0,7
Dennison Crosswaite,New Zealand,White Choc,2024-07-05,10113.4,155,65.0,7
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2024-06-15,5932.84,303,20.0,6
Van Tuxwell,New Zealand,85% Dark Bars,2024-05-24,2006.71,124,16.0,5
Rafaelita Blaksland,UK,99% Dark & Pure,2024-06-29,14086.69,157,90.0,6
Wilone O'Kielt,Australia,Manuka Honey Choco,2024-05-11,4799.54,90,53.0,5
Karlen McCaffrey,UK,Almond Choco,2024-06-30,8101.98,138,59.0,6
Andria Kimpton,Canada,After Nines,2024-05-11,2321.97,71,33.0,5
Roddy Speechley,USA,Manuka Honey Choco,2024-07-22,10245.0,329,31.0,7
Andria Kimpton,UK,50% Dark Bites,2024-08-24,2930.4,344,9.0,8
Kelci Walkden,New Zealand,After Nines,2024-07-07,170.24,75,2.0,7
Camilla Castle,Australia,85% Dark Bars,2024-05-19,4247.49,14,303.0,5
Karlen McCaffrey,India,Manuka Honey Choco,2024-07-04,2696.1,605,4.0,7
Kelci Walkden,USA,After Nines,2024-06-02,1083.76,16,68.0,6
Karlen McCaffrey,USA,Raspberry Choco,2024-04-15,17037.09,347,49.0,4
Mallorie Waber,Canada,Choco Coated Almonds,2024-07-11,5706.43,247,23.0,7
Andria Kimpton,India,Spicy Special Slims,2024-02-23,6682.34,139,48.0,2
Madelene Upcott,Canada,Almond Choco,2024-08-22,8192.6,100,82.0,8
Kaine Padly,USA,Peanut Butter Cubes,2024-02-16,7568.16,206,37.0,2
Van Tuxwell,USA,50% Dark Bites,2024-01-13,10772.33,156,69.0,1
Curtice Advani,Australia,Milk Bars,2024-02-14,7467.12,18,415.0,2
Roddy Speechley,India,Eclairs,2024-06-10,4985.9,311,16.0,6
Curtice Advani,India,Fruit & Nut Bars,2024-07-07,5693.6,177,32.0,7
Curtice Advani,Canada,Almond Choco,2024-03-24,5879.1,75,78.0,3
Brien Boise,Australia,Fruit & Nut Bars,2024-06-06,9771.93,22,444.0,6
Dotty Strutley,Australia,Drinking Coco,2024-07-19,105.06,140,1.0,7
Beverie Moffet,USA,Raspberry Choco,2024-04-19,16414.69,80,205.0,4
Marney O'Breen,India,85% Dark Bars,2024-07-19,2553.41,183,14.0,7
Jehu Rudeforth,Canada,Drinking Coco,2024-07-15,473.99,25,19.0,7
Ches Bonnell,New Zealand,Spicy Special Slims,2024-02-14,3873.98,19,204.0,2
Brien Boise,Canada,99% Dark & Pure,2024-05-18,17718.25,430,41.0,5
Barr Faughny,Australia,Fruit & Nut Bars,2024-06-30,16572.07,57,291.0,6
Andria Kimpton,Australia,50% Dark Bites,2024-06-02,5220.19,216,24.0,6
Andria Kimpton,Australia,Drinking Coco,2024-06-28,1797.26,49,37.0,6
Marney O'Breen,Australia,Organic Choco Syrup,2024-05-16,295.62,182,2.0,5
Kelci Walkden,Canada,Baker's Choco Chips,2024-05-26,3597.37,288,12.0,5
